Cod,Favela_completa,Sigla,Favela,Municipio,Domicilios
13026030107,Comunidade Coração de Mãe - Manaus (AM),AM,Comunidade Coração de Mãe,Manaus,414
13026030108,Comunidade Novo Millenium - Manaus (AM),AM,Comunidade Novo Millenium,Manaus,1122
13026030111,Comunidade Estrela de Davi - Manaus (AM),AM,Comunidade Estrela de Davi,Manaus,1529
13026030113,Comunidade Paraíso Verde - Manaus (AM),AM,Comunidade Paraíso Verde,Manaus,1148
13026030116,Aleixo - Manaus (AM),AM,Aleixo,Manaus,1916
13026030117,Alvorada I A - Manaus (AM),AM,Alvorada I A,Manaus,1586
13026030118,Cemitério Indígena - Manaus (AM),AM,Cemitério Indígena,Manaus,978
13026030119,Chapada - Manaus (AM),AM,Chapada,Manaus,892
13026030120,Comunidade Estrada do Belvedere - Manaus (AM),AM,Comunidade Estrada do Belvedere,Manaus,93
13026030121,Comunidade Galiléia - Manaus (AM),AM,Comunidade Galiléia,Manaus,128
13026030124,Conjunto Parque Eduardo Gomes - Manaus (AM),AM,Conjunto Parque Eduardo Gomes,Manaus,320
13026030125,Coroado III - Manaus (AM),AM,Coroado III,Manaus,4665
13026030126,Dom Pedro - Manaus (AM),AM,Dom Pedro,Manaus,153
13026030127,Flores - Manaus (AM),AM,Flores,Manaus,262
13026030128,Japiim - Manaus (AM),AM,Japiim,Manaus,2889
13026030129,Loteamento Jerusalém - Manaus (AM),AM,Loteamento Jerusalém,Manaus,125
13026030130,Loteamento Parque das Laranjeiras - Manaus (AM),AM,Loteamento Parque das Laranjeiras,Manaus,1228
13026030131,Loteamento Rio Piorini V - Manaus (AM),AM,Loteamento Rio Piorini V,Manaus,796
13026030132,Nossa Senhora das Graças - Manaus (AM),AM,Nossa Senhora das Graças,Manaus,1250
13026030134,Redenção A - Manaus (AM),AM,Redenção A,Manaus,4002
13026030135,Rua Cuba - Manaus (AM),AM,Rua Cuba,Manaus,136
13026030136,São Jorge A - Manaus (AM),AM,São Jorge A,Manaus,1619
13026030138,Nova Esperança A - Manaus (AM),AM,Nova Esperança A,Manaus,4680
13026030139,Alameda Cabral - Manaus (AM),AM,Alameda Cabral,Manaus,64
13026030140,Alvorada III - Manaus (AM),AM,Alvorada III,Manaus,1364
13026030141,Avenida Nhamundá - Manaus (AM),AM,Avenida Nhamundá,Manaus,423
13026030142,Beco Brasil - Manaus (AM),AM,Beco Brasil,Manaus,362
13026030143,Beco Costa e Silva - Manaus (AM),AM,Beco Costa e Silva,Manaus,197
13026030145,Beco José Virgílio Antunes - Manaus (AM),AM,Beco José Virgílio Antunes,Manaus,165
13026030146,Beco Paraíso - Manaus (AM),AM,Beco Paraíso,Manaus,329
13026030147,Beco São Francisco - Manaus (AM),AM,Beco São Francisco,Manaus,595
13026030148,Centro - Manaus (AM),AM,Centro,Manaus,2685
13026030149,Colônia - Manaus (AM),AM,Colônia,Manaus,148
13026030151,Colônia Oliveira Machado - Manaus (AM),AM,Colônia Oliveira Machado,Manaus,3041
13026030152,Colônia Santo Antônio - Manaus (AM),AM,Colônia Santo Antônio,Manaus,1729
13026030153,Compensa I - Manaus (AM),AM,Compensa I,Manaus,5699
13026030154,Comunidade Avenida da Floresta - Manaus (AM),AM,Comunidade Avenida da Floresta,Manaus,71
13026030155,Comunidade Bairro dos Céus - Manaus (AM),AM,Comunidade Bairro dos Céus,Manaus,372
13026030157,Comunidade do Beco Tapajós - Manaus (AM),AM,Comunidade do Beco Tapajós,Manaus,97
13026030158,Comunidade do Conjunto Cidadão V - Manaus (AM),AM,Comunidade do Conjunto Cidadão V,Manaus,78
13026030159,Comunidade do Conjunto Cidadão XII - 1ª Etapa - Manaus (AM),AM,Comunidade do Conjunto Cidadão XII - 1ª Etapa,Manaus,267
13026030160,Comunidade do Conjunto Cidadão XII - 2ª Etapa - Manaus (AM),AM,Comunidade do Conjunto Cidadão XII - 2ª Etapa,Manaus,160
13026030162,Comunidade do Loteamento Vitória - Manaus (AM),AM,Comunidade do Loteamento Vitória,Manaus,369
13026030163,Comunidade Esperança/Santa Tereza - Manaus (AM),AM,Comunidade Esperança/Santa Tereza,Manaus,418
13026030164,Comunidade Francisca Mendes - Manaus (AM),AM,Comunidade Francisca Mendes,Manaus,1315
13026030165,Comunidade Novo Reino II - Manaus (AM),AM,Comunidade Novo Reino II,Manaus,597
13026030166,Comunidade Parque Mauá - Manaus (AM),AM,Comunidade Parque Mauá,Manaus,5707
13026030167,Comunidade Riacho Doce - Manaus (AM),AM,Comunidade Riacho Doce,Manaus,1011
13026030169,Comunidade Santa Cruz - Ig. dos Franceses - Manaus (AM),AM,Comunidade Santa Cruz - Ig. dos Franceses,Manaus,534
13026030170,Comunidade Santa Cruz - Laranjeiras - Manaus (AM),AM,Comunidade Santa Cruz - Laranjeiras,Manaus,57
13026030171,Comunidade São Francisco De Assis - Manaus (AM),AM,Comunidade São Francisco De Assis,Manaus,257
13026030172,Comunidade Sol Nascente - Manaus (AM),AM,Comunidade Sol Nascente,Manaus,950
13026030174,Comunidade Vera Cruz - Manaus (AM),AM,Comunidade Vera Cruz,Manaus,277
13026030175,Conjunto Alfredo Nascimento - Manaus (AM),AM,Conjunto Alfredo Nascimento,Manaus,301
13026030176,Conjunto Beco do Macedo - Manaus (AM),AM,Conjunto Beco do Macedo,Manaus,1069
13026030177,Conjunto Boas Novas - Manaus (AM),AM,Conjunto Boas Novas,Manaus,560
13026030178,Conjunto Japiinlândia - Manaus (AM),AM,Conjunto Japiinlândia,Manaus,1167
13026030179,Conjunto Jardim Dos Barés - Manaus (AM),AM,Conjunto Jardim Dos Barés,Manaus,303
13026030181,Conjunto José Bonifácio - Manaus (AM),AM,Conjunto José Bonifácio,Manaus,101
13026030182,Conjunto Lírio do Vale - Manaus (AM),AM,Conjunto Lírio do Vale,Manaus,1726
13026030183,Conjunto Monte Pascoal - Manaus (AM),AM,Conjunto Monte Pascoal,Manaus,808
13026030184,Conjunto Mutirão - Manaus (AM),AM,Conjunto Mutirão,Manaus,929
13026030185,Conjunto Mutirão - Amazonino Mendes A - Manaus (AM),AM,Conjunto Mutirão - Amazonino Mendes A,Manaus,215
13026030186,Conjunto Vale do Sinai - Manaus (AM),AM,Conjunto Vale do Sinai,Manaus,732
13026030187,Coroado II - Manaus (AM),AM,Coroado II,Manaus,2278
13026030188,Educandos - Manaus (AM),AM,Educandos,Manaus,3702
13026030189,Estrada da Siderama - Manaus (AM),AM,Estrada da Siderama,Manaus,352
13026030190,Igarapé da Cachoeira Grande - Alvorada - Manaus (AM),AM,Igarapé da Cachoeira Grande - Alvorada,Manaus,2829
13026030191,Igarapé da Paz - Manaus (AM),AM,Igarapé da Paz,Manaus,2780
13026030192,Igarapé da Vila da Prata - Manaus (AM),AM,Igarapé da Vila da Prata,Manaus,1901
13026030193,Igarapé do Gigante - Manaus (AM),AM,Igarapé do Gigante,Manaus,897
13026030194,Igarapé do Mestre Chico A - Manaus (AM),AM,Igarapé do Mestre Chico A,Manaus,2989
13026030195,Igarapé do Mindú São José Operário - Manaus (AM),AM,Igarapé do Mindú São José Operário,Manaus,2124
13026030197,Igarapé do Petrópolis - Manaus (AM),AM,Igarapé do Petrópolis,Manaus,3444
13026030198,Igarapé do Santos Dumont - Manaus (AM),AM,Igarapé do Santos Dumont,Manaus,136
13026030199,Invasão do Monte Cristo - Manaus (AM),AM,Invasão do Monte Cristo,Manaus,257
13026030201,Loteamento Bairro Novo - Manaus (AM),AM,Loteamento Bairro Novo,Manaus,1660
13026030202,Loteamento Carijó - Manaus (AM),AM,Loteamento Carijó,Manaus,943
13026030203,Loteamento Mundo Novo - Manaus (AM),AM,Loteamento Mundo Novo,Manaus,1568
13026030204,Loteamento Novo Aleixo - Manaus (AM),AM,Loteamento Novo Aleixo,Manaus,368
13026030205,Comunidade Gustavo Nascimento - Manaus (AM),AM,Comunidade Gustavo Nascimento,Manaus,4313
13026030206,Loteamento Riacho Doce I - Manaus (AM),AM,Loteamento Riacho Doce I,Manaus,3523
13026030207,Nossa Senhora Aparecida - Manaus (AM),AM,Nossa Senhora Aparecida,Manaus,579
13026030208,Novo Israel - Manaus (AM),AM,Novo Israel,Manaus,6791
13026030209,Núcleo III - Manaus (AM),AM,Núcleo III,Manaus,257
13026030210,Parque Das Laranjeiras - Manaus (AM),AM,Parque Das Laranjeiras,Manaus,108
13026030211,Praça 14 de Janeiro A - Manaus (AM),AM,Praça 14 de Janeiro A,Manaus,979
13026030212,Puraquequara - Manaus (AM),AM,Puraquequara,Manaus,1264
13026030213,Ramal Nova Esperança - Manaus (AM),AM,Ramal Nova Esperança,Manaus,85
13026030214,Residencial Manoa - Manaus (AM),AM,Residencial Manoa,Manaus,3196
13026030215,Residencial Tapauá - Manaus (AM),AM,Residencial Tapauá,Manaus,900
13026030216,Rua Arapaçú - Manaus (AM),AM,Rua Arapaçú,Manaus,135
13026030217,Rua Atleta - Manaus (AM),AM,Rua Atleta,Manaus,45
13026030219,Rua Jonathas Pedrosa - Manaus (AM),AM,Rua Jonathas Pedrosa,Manaus,781
13026030220,Rua Leonita Almeida - Manaus (AM),AM,Rua Leonita Almeida,Manaus,242
13026030221,Rua Major Gabriel - Manaus (AM),AM,Rua Major Gabriel,Manaus,189
13026030222,Rua Pascoal Mazzilli - Manaus (AM),AM,Rua Pascoal Mazzilli,Manaus,465
13026030223,Rua Pico das Águas - Manaus (AM),AM,Rua Pico das Águas,Manaus,920
13026030225,Rua São Paulo - Manaus (AM),AM,Rua São Paulo,Manaus,837
13026030227,São Geraldo - Manaus (AM),AM,São Geraldo,Manaus,523
13026030229,Valparaíso 2 - Manaus (AM),AM,Valparaíso 2,Manaus,114
13026030232,Vila da Prata - Manaus (AM),AM,Vila da Prata,Manaus,834
13026030234,Vila Marinho - Manaus (AM),AM,Vila Marinho,Manaus,515
13026030236,Zumbi dos Palmares/Armando Mendes - Manaus (AM),AM,Zumbi dos Palmares/Armando Mendes,Manaus,1496
13026030237,Comunidade Bradesco - Manaus (AM),AM,Comunidade Bradesco,Manaus,476
13026030239,Cidade das Luzes - Manaus (AM),AM,Cidade das Luzes,Manaus,1897
13026030240,Compensa II A - Manaus (AM),AM,Compensa II A,Manaus,3142
13026030242,Comunidade da Fé - Manaus (AM),AM,Comunidade da Fé,Manaus,3583
13026030243,Comunidade do Conjunto Cidadão VII - Manaus (AM),AM,Comunidade do Conjunto Cidadão VII,Manaus,477
13026030244,Comunidade Indígena Yauwaritê Ipixuna - Manaus (AM),AM,Comunidade Indígena Yauwaritê Ipixuna,Manaus,162
13026030245,Comunidade Nova Esperança - Manaus (AM),AM,Comunidade Nova Esperança,Manaus,797
13026030248,Comunidade Tapajós - Manaus (AM),AM,Comunidade Tapajós,Manaus,324
13026030249,Comunidade União - Manaus (AM),AM,Comunidade União,Manaus,2073
13026030250,Comunidade União da Vitória/Retiro Marcilene - Manaus (AM),AM,Comunidade União da Vitória/Retiro Marcilene,Manaus,368
13026030251,Comunidade Vista Alegre - Manaus (AM),AM,Comunidade Vista Alegre,Manaus,434
13026030252,Conjunto Braga Mendes - Manaus (AM),AM,Conjunto Braga Mendes,Manaus,2365
13026030253,Conjunto Francisca Mendes - Manaus (AM),AM,Conjunto Francisca Mendes,Manaus,979
13026030254,Conjunto Monte Sião/Jardim Asteca - Manaus (AM),AM,Conjunto Monte Sião/Jardim Asteca,Manaus,1063
13026030256,Conjunto Vitória Régia - Manaus (AM),AM,Conjunto Vitória Régia,Manaus,753
13026030257,Coroado I - Manaus (AM),AM,Coroado I,Manaus,3324
13026030258,Invasão Carlinhos da Carbrás - Manaus (AM),AM,Invasão Carlinhos da Carbrás,Manaus,334
13026030259,Invasão do Janjão - Manaus (AM),AM,Invasão do Janjão,Manaus,50
13026030261,Invasão Monte Sião - Manaus (AM),AM,Invasão Monte Sião,Manaus,1781
13026030262,Japiinlândia - Manaus (AM),AM,Japiinlândia,Manaus,1385
13026030263,Loteamento Fortaleza - Manaus (AM),AM,Loteamento Fortaleza,Manaus,511
13026030264,Loteamento Jonasa - Manaus (AM),AM,Loteamento Jonasa,Manaus,526
13026030265,Loteamento Parque Rio Solimões - Manaus (AM),AM,Loteamento Parque Rio Solimões,Manaus,1627
13026030266,Loteamento Rio Piorini III - Manaus (AM),AM,Loteamento Rio Piorini III,Manaus,985
13026030267,Matinha - Manaus (AM),AM,Matinha,Manaus,1966
13026030268,Petrópolis - Manaus (AM),AM,Petrópolis,Manaus,2044
13026030270,Raiz - Manaus (AM),AM,Raiz,Manaus,2425
13026030271,Rua Juarez Prado - Manaus (AM),AM,Rua Juarez Prado,Manaus,69
13026030272,Rua Júlio Cesar da Costa - Manaus (AM),AM,Rua Júlio Cesar da Costa,Manaus,1068
13026030274,Santo Antônio - Manaus (AM),AM,Santo Antônio,Manaus,1101
13026030275,São José Operário - Etapa II - A e B - Manaus (AM),AM,São José Operário - Etapa II - A e B,Manaus,3112
13026030276,São Raimundo - Manaus (AM),AM,São Raimundo,Manaus,3623
13026030279,Cidade Nova - Manaus (AM),AM,Cidade Nova,Manaus,747
13026030280,Mauazinho - Manaus (AM),AM,Mauazinho,Manaus,1405
13026030281,Zumbi dos Palmares/Nova Luz - Manaus (AM),AM,Zumbi dos Palmares/Nova Luz,Manaus,11273
13026030282,Invasão União - Manaus (AM),AM,Invasão União,Manaus,109
13026030283,Loteamento Paraíso Tropical - Manaus (AM),AM,Loteamento Paraíso Tropical,Manaus,283
13026030284,Colônia Terra Nova/Recreio Canaã - Manaus (AM),AM,Colônia Terra Nova/Recreio Canaã,Manaus,193
13026030285,Beco do Posto 7 - Manaus (AM),AM,Beco do Posto 7,Manaus,197
13026030286,Igarapé do Mindú - Parque 10 - Manaus (AM),AM,Igarapé do Mindú - Parque 10,Manaus,328
13026030289,Lot. Jorge Teixeira 4ª Etapa - Manaus (AM),AM,Lot. Jorge Teixeira 4ª Etapa,Manaus,3291
13026030290,Igarapé da Redenção - Manaus (AM),AM,Igarapé da Redenção,Manaus,3533
13026030291,São Francisco - Manaus (AM),AM,São Francisco,Manaus,4396
13026030292,Comunidade Urukaia - Manaus (AM),AM,Comunidade Urukaia,Manaus,320
13026030293,Comunidade Itaporanga - Manaus (AM),AM,Comunidade Itaporanga,Manaus,476
13026030295,Parque Rio Solimões II - Manaus (AM),AM,Parque Rio Solimões II,Manaus,899
13026030298,São Jorge B - Manaus (AM),AM,São Jorge B,Manaus,1539
13026030300,Praça 14 de Janeiro B - Manaus (AM),AM,Praça 14 de Janeiro B,Manaus,474
13026030301,Compensa II B - Manaus (AM),AM,Compensa II B,Manaus,1717
13026030303,Alvorada I B - Manaus (AM),AM,Alvorada I B,Manaus,1245
13026030304,Alvorada I C - Manaus (AM),AM,Alvorada I C,Manaus,755
13026030305,Nova Esperança B - Manaus (AM),AM,Nova Esperança B,Manaus,468
13026030306,Conjunto Mutirão - Amazonino Mendes B - Manaus (AM),AM,Conjunto Mutirão - Amazonino Mendes B,Manaus,816
13026030308,Nova Cidade - Manaus (AM),AM,Nova Cidade,Manaus,618
13026030309,Igarapé do Passarinho - Monte das Oliveiras - Manaus (AM),AM,Igarapé do Passarinho - Monte das Oliveiras,Manaus,539
13026030311,Redenção B - Manaus (AM),AM,Redenção B,Manaus,1063
13026030314,Igarapé do Mestre Chico B - Manaus (AM),AM,Igarapé do Mestre Chico B,Manaus,412
13026030318,Morro da Liberdade/Santa Luzia - Manaus (AM),AM,Morro da Liberdade/Santa Luzia,Manaus,5899
13026030319,São Lázaro - Manaus (AM),AM,São Lázaro,Manaus,4125
13026030320,Crespo - Manaus (AM),AM,Crespo,Manaus,1934
13026030321,Loteamento João Paulo - 2ª etapa - Manaus (AM),AM,Loteamento João Paulo - 2ª etapa,Manaus,4612
13026030322,Rua Oriente - Alvorada - Manaus (AM),AM,Rua Oriente - Alvorada,Manaus,285
13026030323,Novo Aleixo - Manaus (AM),AM,Novo Aleixo,Manaus,421
13026030324,Comunidade do Distrito Industrial - Manaus (AM),AM,Comunidade do Distrito Industrial,Manaus,344
13026030325,Assentamento Santa Helena - Manaus (AM),AM,Assentamento Santa Helena,Manaus,168
13026030327,Comunidade Deus Proverá - Nova Cidade - Manaus (AM),AM,Comunidade Deus Proverá - Nova Cidade,Manaus,201
13029000001,Invasão Nova Esperança - Maués (AM),AM,Invasão Nova Esperança,Maués,166
13032050002,Bairro do Alemão - Novo Airão (AM),AM,Bairro do Alemão,Novo Airão,62
13032050003,Loteamento Nossa Senhora de Nazaré - Novo Airão (AM),AM,Loteamento Nossa Senhora de Nazaré,Novo Airão,47
13034030001,Lago do Macurany - Parintins (AM),AM,Lago do Macurany,Parintins,129
13034030002,Beco Submarino - Parintins (AM),AM,Beco Submarino,Parintins,136
13034030004,Lago da Francesa - Parintins (AM),AM,Lago da Francesa,Parintins,103
13034030005,Invasão União - Parintins (AM),AM,Invasão União,Parintins,1328
13034030006,Bodozal - Santa Rita - Parintins (AM),AM,Bodozal - Santa Rita,Parintins,132
13034030007,Baixa do Sapateiro - Parintins (AM),AM,Baixa do Sapateiro,Parintins,63
13034030008,Pascoal Allágio - Parintins (AM),AM,Pascoal Allágio,Parintins,989
13034030009,Castanheira - Parintins (AM),AM,Castanheira,Parintins,594
13034030011,Invasão Vila Amazônia - Parintins (AM),AM,Invasão Vila Amazônia,Parintins,199
13034030013,Itaúna I/Benjamin Portal/Osvaldo - Parintins (AM),AM,Itaúna I/Benjamin Portal/Osvaldo,Parintins,45
13034030020,Teixeirão - Parintins (AM),AM,Teixeirão,Parintins,168
13034030021,Vila Amazônia/Campo de Areia - Parintins (AM),AM,Vila Amazônia/Campo de Areia,Parintins,149
13034030022,Vila Amazônia/Porto - Parintins (AM),AM,Vila Amazônia/Porto,Parintins,249
13034030025,Laide Laura - Parintins (AM),AM,Laide Laura,Parintins,542
13034030026,Palmares/Alberto Mendes - Parintins (AM),AM,Palmares/Alberto Mendes,Parintins,486
13034030027,Palmares/Benjamin Rondon/Oriximiná - Parintins (AM),AM,Palmares/Benjamin Rondon/Oriximiná,Parintins,51
13035360001,Aida Mendonça - Presidente Figueiredo (AM),AM,Aida Mendonça,Presidente Figueiredo,718
13035360002,Maruaga - Presidente Figueiredo (AM),AM,Maruaga,Presidente Figueiredo,695
13035360003,Tancredo Neves - Presidente Figueiredo (AM),AM,Tancredo Neves,Presidente Figueiredo,552
13035360005,Área da SEAM - Presidente Figueiredo (AM),AM,Área da SEAM,Presidente Figueiredo,366
13035360006,Portelinha - Presidente Figueiredo (AM),AM,Portelinha,Presidente Figueiredo,92
13035360007,Maracajá - Presidente Figueiredo (AM),AM,Maracajá,Presidente Figueiredo,309
13035690001,Batistinha - Rio Preto da Eva (AM),AM,Batistinha,Rio Preto da Eva,70
13035690005,Bairro Morada do Sol - Rio Preto da Eva (AM),AM,Bairro Morada do Sol,Rio Preto da Eva,313
13035690008,Bairro Luciano Martins - Rio Preto da Eva (AM),AM,Bairro Luciano Martins,Rio Preto da Eva,156
13035690009,Monte Castelo I - Rio Preto da Eva (AM),AM,Monte Castelo I,Rio Preto da Eva,664
13035690010,Monte Castelo II - Rio Preto da Eva (AM),AM,Monte Castelo II,Rio Preto da Eva,337
13037000001,Igarapé do Franco - Santo Antônio do Içá (AM),AM,Igarapé do Franco,Santo Antônio do Içá,454
13037000002,Invasão - Santo Antônio do Içá (AM),AM,Invasão,Santo Antônio do Içá,351
13037000003,Planalto - Santo Antônio do Içá (AM),AM,Planalto,Santo Antônio do Içá,250
13037000004,Santa Etelvina II - Santo Antônio do Içá (AM),AM,Santa Etelvina II,Santo Antônio do Içá,332
13037000005,São José - Santo Antônio do Içá (AM),AM,São José,Santo Antônio do Içá,850
13037000006,Taracuá - Santo Antônio do Içá (AM),AM,Taracuá,Santo Antônio do Içá,265
13040620001,Igarapé Santo Antonio - Tabatinga (AM),AM,Igarapé Santo Antonio,Tabatinga,118
13040620002,Beco T11 e T12 - Tabatinga (AM),AM,Beco T11 e T12,Tabatinga,272
13040620003,Comara - Tabatinga (AM),AM,Comara,Tabatinga,67
13040620004,São Jorge - Tabatinga (AM),AM,São Jorge,Tabatinga,153
13040620008,Comunidade Lazarito - Tabatinga (AM),AM,Comunidade Lazarito,Tabatinga,93
13040620011,Comunidade Nova Aliança - Tabatinga (AM),AM,Comunidade Nova Aliança,Tabatinga,115
13040620012,Novo Progresso - Tabatinga (AM),AM,Novo Progresso,Tabatinga,306
13040620013,Invasão da Dona Branca - Tabatinga (AM),AM,Invasão da Dona Branca,Tabatinga,52
13040620014,Cristo Rei - Tabatinga (AM),AM,Cristo Rei,Tabatinga,54
13040620015,Área do IFAM - Tabatinga (AM),AM,Área do IFAM,Tabatinga,142
13042030003,Igarapé Xidarini - Tefé (AM),AM,Igarapé Xidarini,Tefé,343
13042030004,São José A - Tefé (AM),AM,São José A,Tefé,1124
13042030005,Lago de Tefé - Tefé (AM),AM,Lago de Tefé,Tefé,966
13042030006,Nova Esperança - Tefé (AM),AM,Nova Esperança,Tefé,330
13042030007,Nossa Senhora de Fátima - Tefé (AM),AM,Nossa Senhora de Fátima,Tefé,383
13042030008,Vila Nova/Vila Pescoço - Tefé (AM),AM,Vila Nova/Vila Pescoço,Tefé,261
13042030009,Igarapé do São Raimundo - Tefé (AM),AM,Igarapé do São Raimundo,Tefé,146
13042030010,Colônia Ventura - Tefé (AM),AM,Colônia Ventura,Tefé,139
13042030011,Centro - Tefé (AM),AM,Centro,Tefé,299
13042030013,São Raimundo - Tefé (AM),AM,São Raimundo,Tefé,360
13042030014,São José B - Tefé (AM),AM,São José B,Tefé,745
13042370001,Santa Clara - Tonantins (AM),AM,Santa Clara,Tonantins,640
13042370002,Santo Expedito - Tonantins (AM),AM,Santo Expedito,Tonantins,297
13043020001,Grande Vitória - Urucará (AM),AM,Grande Vitória,Urucará,59
13044010001,Lotamento do Berg - Urucurituba (AM),AM,Lotamento do Berg,Urucurituba,232
13044010002,Bairro do Berg - Urucurituba (AM),AM,Bairro do Berg,Urucurituba,316
13044010003,Nova Conquista - Urucurituba (AM),AM,Nova Conquista,Urucurituba,98
14001000001,Monte das Oliveiras - Boa Vista (RR),RR,Monte das Oliveiras,Boa Vista,244
14001000003,Ocupação no Bairro Aracelis - Boa Vista (RR),RR,Ocupação no Bairro Aracelis,Boa Vista,329
14001000004,Nova Esperança (Anchietão) - Boa Vista (RR),RR,Nova Esperança (Anchietão),Boa Vista,235
14001000005,Pedra Pintada - Boa Vista (RR),RR,Pedra Pintada,Boa Vista,1262
14001000009,Conjunto Estrela Brilhante - Boa Vista (RR),RR,Conjunto Estrela Brilhante,Boa Vista,45
14001000012,"Ocupação no ""Hélio Campos"" - Boa Vista (RR)",RR,"Ocupação no ""Hélio Campos""",Boa Vista,249
